Row,Flag,Question,Answer,Category,Reason
6470,#yellowflag,RFI Attachement 3Requirement ID 50The system shall be compliant withDoDI 8510.01 (DIACAP).RFI Attachement 3Requirement ID 52The system shall be compliant with IA Controls as listed in the DIACAP Knowl,??DIACAP was replaced by Risk Management Framework (RMF) over 5 years ago so these seem like outdated references. We may want to ask a question here to confirm the assumption.,ACCURATE,Aligns with CMDT and Spring '26 docs
6471,#yellowflag,"RFI Attachment 3Requirement ID 174The system shall provide a 508 compliant or certified exempt, client, or Web-based user interface.",?508 compliance. I updated the GNG to reflect this.,ACCURATE,Aligns with CMDT and Spring '26 docs
6472,#yellowflag,RFI Attachment 3Requirement ID 175The system shall provide a mission availability rate of 98%.,?Availability SLA,ACCURATE,Aligns with CMDT and Spring '26 docs
6473,#yellowflag,RFI Attachment 3Requirement ID 196The system shall be compliant with DoDD 5200.1-R.,"?This was reissued as a manual in 2012 (""https://www.dodig.mil/Portals/48/Documents/Policy/520001_vol3.pdf"" alt=""https://www.dodig.mil/Portals/48/Documents/Policy/520001_vol3.pdf"">https://www.dodig.mil/Portals/48/Documents/Policy/520001_vol3.pdf). It applies to Classified Information which is not in",ACCURATE,Aligns with CMDT and Spring '26 docs
6474,#yellowflag,RFI Attachment 3Requirement ID 20The system shall be compliant with CJCSI 6211.02C (DISN).,"?CJCSI 6211.02C was replaced by CJCSI 6211.02D in 2012(""https://www.jcs.mil/Portals/36/Documents/Library/Instructions/6211_02a.pdf?ver=8bMV82SselA3OKn4VscKhw%3d%3d"" alt=""https://www.jcs.mil/Portals/36/Documents/Library/Instructions/6211_02a.pdf?ver=8bMV82SselA3OKn4VscKhw%3d%3d"">https://www.jcs.mil/P",ACCURATE,Aligns with CMDT and Spring '26 docs
6475,#yellowflag,"RFI Attachment 3Requirement ID 43The system shall provide the ability for products or technology whose primary purpose is to provide security services (e.g., firewalls, encryptors, intrusion detection",?We don?t claim compliance with this. It?s not required for FedRAMP High / IL4 (just recommended).,ACCURATE,Aligns with CMDT and Spring '26 docs
6476,#yellowflag,"1.17 Section 508 Requirements3. When providing Platform as a Service (PaaS) or Software as a Service (SaaS), the contractor shall ensure services conform to the applicable Section 508 standards (inclu",?508 compliance,ACCURATE,Aligns with CMDT and Spring '26 docs
6477,#yellowflag,"5.0 Requirements5.2.2 Data shall reside in a single data base, separated from the data of other Contractor clients.","?With our multi-tenant architecture, we logically segregate customer data. We do not provide individual databases to customers. Suggest we ask a question to ensure logical segregation is acceptable. We should point out our Government Cloud Plus only includes US Government customers and that it maint",ACCURATE,Aligns with CMDT and Spring '26 docs
6478,#yellowflag,5.2.4.1 Users Enterprise Architecture RequirementsThe Cloud Service Provider (CSP) will support the development of the solution?s ATO package. The CSP will develop and deliver the following documents ,"?First, we provide architecture diagrams in our SSP, but cannot provide them separately in any other format due to sensitivity. Second, the system architecture and data flow diagrams of the entire system are more comprehensive than just Salesforce, therefore this should be a contractor responsibilit",ACCURATE,Aligns with CMDT and Spring '26 docs
6479,#yellowflag,"5.4 Security5.4.3 The Contractor shall conduct a monthly ACAS or Nesses vulnerability assessment, or equivalent, and provide the results of the scan for review.Contractor will correct vulnerabilities ",?Salesforce performs ACAS scans of the service. Customers and contractors do not have this level of access. We provide a monthly POA&amp;M which includes all identified vulnerabilities. We do not provide raw scan results to customers or contractors. We mitigate vulnerabilities according to their cat,ACCURATE,Aligns with CMDT and Spring '26 docs
6480,#redflag,"5.4 SecurityContractor shall at all times prevent the unauthorized disclosure of PII.If unauthorized disclosure occurs, the Contractor will notify the COR immediately and in no case more than four hou","?4 hour breach notification. Note that this is the responsibility of the Contractor and not CSP, so the Contractor can likely meet this requirement by saying in the case of a breach of the service they will inform the Academy as soon as they are informed by Salesforce.",ACCURATE,Aligns with CMDT and Spring '26 docs
6481,#yellowflag,"5.9 System AvailabilityThe PaaS shall be available to users at least 98% of the time during the 18 contiguous hours of typical peak use, and at least 96% of the time off peak.The Contractor will notif",?SLA for availability,ACCURATE,Aligns with CMDT and Spring '26 docs
6483,#yellowflag,"12.1.Incident Reporting MechanismAdditionally, CSP will notify the Contract Officer Representative, Government appointed ISSO, Contracting Officer and CGCYBER Battle Watch Captain (202-3722904) or ema","?Customers have responsibility to register their security POCs with Salesforce. Also, for awareness, this is copy/paste from the DoD CC SRG.",ACCURATE,Aligns with CMDT and Spring '26 docs
6484,#redflag,"12.3. Information Requirements, Categories, Timelines, and FormatsInitial incident reports should be submitted within one hour of discovery with follow-on information provided as available. Initial re","?One hour breach notification. For awareness, this is copy/paste from the DoD CC SRG.",ACCURATE,Aligns with CMDT and Spring '26 docs
6485,#yellowflag,13. DoD Provisional Authority to Operate (PATO) &amp; Continuous Monitoring RequirementsThe Government may request additional reports based on data required to be collected by DoD?s continuous monitor,"?We perform scans in accordance with DoD CC SRG requirements and publish a POA&amp;M monthly. We cannot take direction from USCG nor can we share raw scan results. Also, this is copy/paste from the CC SRG.",ACCURATE,Aligns with CMDT and Spring '26 docs
6486,#yellowflag,3. BackgroundUSCG currently has multiple mission critical systems that are reaching end of life support for the base technology.6.11. Security Compliance requirements6.11.1. LCAP solutions must be con,"?Per DoD policy, mission critical apps should be categorized IL5. However, they are clearly categorizing this as IL4. This is good for us. I just wanted to put eyes on this in case it comes up later.",ACCURATE,Aligns with CMDT and Spring '26 docs
6487,#yellowflag,6.12. Sensitive Information Requirements6.12.1.1. Contractor shall protect all sensitive information (E.G. For Official Use Only) to which they have access under this contract. All Contractor employee,?This cannot apply to our employees.,ACCURATE,Aligns with CMDT and Spring '26 docs
6488,#yellowflag,6. Requirements for Low Code Application Platform Solutions6.10. Role based user access that integrates with the USCG Active Directory service.,"?This concerns me because it mentions role-based access along with AD. We can integrate with AD for SSO, but that addresses authentication (login) and not authorization (access). ",ACCURATE,Aligns with CMDT and Spring '26 docs
6489,#yellowflag,"Attachement 6, CYB006Ensure all necessary CNSSI 1253 Privacy Overlays are implemented.",? as we have not fully implemented all Privacy Overlay controls,ACCURATE,Aligns with CMDT and Spring '26 docs
6490,#yellowflag,"Attachement 6, CYB010Vendor shall be able to route all traffic through a DoD/USCG Cloud Access Point at the direction of the Government","?Our connection to a DoD CAP is in process, but not yet completed",ACCURATE,Aligns with CMDT and Spring '26 docs
6491,#yellowflag,"Attachment 1, Section 1.5, Special Requirements and SecurityAttachment 1, Section 1.5, Protection of InformationAttachment 4, H.2, Security RequirementsAttachment 4, H.3, Security Clearance Screening ",?These requirements cannot apply to Salesforce personnel - Salesforce maintains compliance with FedRAMP Moderate and DoD IL4 requirements.,ACCURATE,Aligns with CMDT and Spring '26 docs
6493,#yellowflag,"Attachment 4, H.17, Security ReviewThe Contractor shall afford DHS including the organization of the DHS Office of the Chief Information Officer, the Office of the Inspector General, authorized Contra",? for right to audit,ACCURATE,Aligns with CMDT and Spring '26 docs
6494,#redflag,"Attachment 4, H.6, Safeguarding of Sensitive Information, (f) Sensitive Information Incident Reporting RequirementsAll known or suspected sensitive information incidents shall be reported to the Headq",? for response time,ACCURATE,Aligns with CMDT and Spring '26 docs
6495,#yellowflag,"Attachment 4, H.6, Safeguarding of Sensitive Information, (g) Sensitive Information Incident Response Requirements(3)Incident response activities determined to be required by the Government may includ",? for right to audit and Salesforce discretion to involve third party firms,ACCURATE,Aligns with CMDT and Spring '26 docs
6496,#yellowflag,"Attachment 4, H.6, Safeguarding of Sensitive Information, (j) Certification of Sanitization of Government and Government-Activity-Related Files and Information",? We follow NIST SP 800-88 guidance when a drive fails. We have a defined process for deleting customer data after contract termination.,ACCURATE,Aligns with CMDT and Spring '26 docs
6498,#yellowflag,"H.2. Security RequirementsAll contractor personnel who require privileged access to systems must possess, at a minimum, a favorable Tier 1 investigation for unclassified systems. H.3. Security Clearan",?These requirements cannot apply to our personnel.,ACCURATE,Aligns with CMDT and Spring '26 docs
